,Doc,Topic,Doc_ID,ticker,sim_sect
368,"PayPal Holdings, Inc. is a technology platform and digital payments company that enables digital and mobile payments on behalf of consumers and merchants. The Company's combined payment solutions, including its PayPal, PayPal Credit, Braintree, Venmo, Xoom, iZettle, and Hyperwallet products and services, comprise its Payments Platform. It operates a two-sided network that links its customers around the globe to facilitate the processing of payment transactions, allowing it to connect merchants and consumers. The Company allows its customers to use their account for both purchase and paying for goods, as well as to transfer and withdraw funds. It enables consumers to exchange funds with merchants using funding sources, which include bank account, PayPal account balance, PayPal Credit account, credit and debit card or other stored value products. The Company also offers consumers person-to-person (P2P) payment solutions through its PayPal Website and mobile application, Venmo and Xoom.",11,368,PYPL.OQ,0.10649518
29,"The Mosaic Company is a producer and marketer of concentrated phosphate and potash crop nutrients. The Company operates through three segments: Phosphates, Potash and Mosaic Fertilizantes. It serves customers in approximately 40 countries. The Phosphates segment owns and operates mines and production facilities in Florida, which produce concentrated phosphate crop nutrients and phosphate-based animal feed ingredients, and processing plants in Louisiana, which produces concentrated phosphate crop nutrients. The Potash segment owns and operates potash mines and production facilities in Canada and the United States, which produce potash-based crop nutrients, animal feed ingredients and industrial products. The Mosaic Fertilizantes segment includes the assets in Brazil, which consist of five phosphate rock mines, four phosphate chemical plants and a potash mine. It also operates crop nutrient blending and bagging facilities, port terminals and warehouses in Brazil and Paraguay.",12,29,MOS.N,0.1692806
50,"Expeditors International of Washington, Inc. provides a range of global logistics services. The Company’s services include air and ocean freight consolidation and forwarding, customs brokerage, warehousing and distribution, purchase order management, vendor consolidation, time-definite transportation services, temperature-controlled transit, cargo insurance, specialized cargo monitoring and tracking, and other supply chain solutions. The Company’s principal services categories include airfreight services, ocean freight and ocean services, and customs brokerage and other services. In addition, the Company provides design and optimization, order management, risk management, customs & compliance, trade consulting, trade flow trade management software and customs brokerage services. The Company serves a range of industries, including aerospace, automotive & mobility, fashion, healthcare, manufacturing, oil & energy, retail and technology.",13,50,EXPD.OQ,0.26464403
339,"United Parcel Service, Inc. (UPS) is a package delivery company. The Company is a provider of global supply chain management solutions. The Company operates through three segments: U.S. Domestic Package operations, International Package operations, and Supply Chain & Freight operations. U.S. Domestic Package and International Package are together referred to as global small package operations, which provides delivery services for express letters, documents, packages and palletized freight via air and ground services. The International Package segment includes the small package operations in Europe, Asia-Pacific, Canada, Latin America and Indian Subcontinent, Middle East and Africa (ISMEA). Supply Chain & Freight consists of its forwarding, truckload brokerage, logistics and distribution, UPS Freight, UPS Capital and other businesses. Its services include transportation, distribution, contract logistics, ground freight, ocean freight, air freight, customs brokerage and insurance.",13,339,UPS.N,0.23846072
1,"C.H. Robinson Worldwide, Inc. a is provider of transportation services and logistics solutions operating through a network of offices located in North America, Europe, Asia, Oceania, and South America. The Company operates through three segments: North American Surface Transportation (NAST), Global Forwarding, and All Other and Corporate. NAST segment provides freight transportation services across North America through a network of offices in the United States, Canada, and Mexico. Global Forwarding segment provides ocean freight services, air freight services and customs brokerage. All Other and Corporate segment includes its Robinson Fresh and Managed Services segments, as well as Other Surface Transportation outside of North America. Robinson Fresh provides sourcing services, including the buying, selling, marketing of fresh fruits, vegetables, and other perishable items. Managed Services provides transportation management services, or managed TMS.",13,1,CHRW.OQ,0.22158465
341,"Union Pacific Corporation is a railroad operating company in the United States. The Company operates through its principal operating company, Union Pacific Railroad Company (UPRR). The Company connects approximately 23 states in the western two-thirds of the country by rail and maintains coordinated schedules with other rail carriers for the handling of freight to and from the Atlantic Coast, the Pacific Coast, the Southeast, the Southwest, Canada and Mexico. Export and import traffic is moved through Gulf Coast and Pacific Coast ports and across the Mexican and Canadian borders. The Company's Railroad’s diversified business mix includes Bulk, Industrial, and Premium. It transports hazardous materials and other materials, including crude oil, ethanol, and toxic inhalation hazard (TIH) materials, such as chlorine, that pose risks in the event of a release or combustion.",13,341,UNP.N,0.20810355
249,"FedEx Corporation (FedEx) provides a portfolio of transportation, e-commerce and business services through companies competing collectively and operating independently, under the FedEx brand. The Company's segments include FedEx Express, FedEx Ground, FedEx Freight and FedEx Services. The FedEx Express segment offers a range of United States domestic and international shipping services for delivery of packages and freight. The FedEx Ground segment provides small-package ground delivery services, which includes day-certain service to any business address in the United States and Canada, as well as residential delivery services through its FedEx Home Delivery service. The FedEx Freight segment offers less-than-truckload (LTL) freight services. The FedEx Services segment provides sales, marketing, information technology, communications, customer service, technical support, billing and collection services, and certain back-office functions that support the Company's operating segments.",13,249,FDX.N,0.17585824
5247,"Ryder System, Inc. is a logistics and transportation company. The Company operates through three segments: Fleet Management Solutions (FMS), Supply Chain Solutions (SCS), and Dedicated Transportation Solutions (DTS). The FMS segment provides full-service leasing and leasing with flexible maintenance options, commercial rental, and maintenance services of trucks, tractors and trailers to customers, principally in the United States, Canada and the United Kingdom. The SCS segment provides integrated logistics solutions, including distribution management, dedicated transportation, transportation management, last mile and professional services in North America. The DTS segment provides turnkey transportation solutions in the United States that include dedicated vehicles, drivers, management and administrative support. Its FMS product offering includes ChoiceLease, SelectCare and Commercial Rental.",13,5247,R.N,0.15334688
99,"J.B. Hunt Transport Services, Inc. is a surface transportation, delivery, and logistics company in North America. The Company's segments include Intermodal (JBI), Dedicated Contract Services (DCS), Integrated Capacity Solutions (ICS), Final Mile Services (FMS) and Truck (JBT). The Company, through its subsidiaries, provides transportation and delivery services to a range of customers and consumers throughout the continental United States, Canada and Mexico. The JBI segment offers intermodal rail services. Its DCS segment focuses on private fleet conversion and creation in replenishment and specialized equipment. Its ICS segment provides traditional freight brokerage and transportation logistics solutions to customers through relationships with third-party carriers and integration. Its FMS segment provides final-mile delivery services. Its JBT segment offers full-load, dry-van freight, utilizing tractors operating over roads and highways.",13,99,JBHT.OQ,0.13484153
299,"Old Dominion Freight Line, Inc. is a North American less-than-truckload (LTL) motor carrier’s company. The Company provide regional, inter-regional and national LTL services through a single integrated, union-free organization union-free motor carrier. Its service offerings include expedited transportation, which are provided through a network of service centers located throughout the continental United States. It also provides LTL services throughout North America. In addition to its core LTL services, it offers a range of value-added services including container drayage, truckload brokerage and supply chain consulting. Its service centers are responsible for the pickup and delivery of freight within their local service area. Its network includes breakbulk facilities located in Atlanta, Georgia; Columbus, Ohio; Indianapolis, Indiana; Greensboro, North Carolina; Harrisburg, Pennsylvania; Memphis and Morristown, Tennessee; Dallas, Texas; and Salt Lake City, Utah.",13,299,ODFL.OQ,0.09535963
268,"Willis Towers Watson Public Limited Company (Willis Towers Watson) is a holding company. The Company operates as a global advisory, broking and solutions company. It is engaged in offering risk management, insurance broking, consulting, technology and solutions, and private exchanges. The Company operates through eight segments: Willis International; Willis North America; Willis Capital, Wholesale & Reinsurance (CWR); Willis GB; Towers Watson Benefits; Towers Watson Exchange Solutions; Towers Watson Risk and Financial Services; and Towers Watson Talent and Rewards. The Willis GB segment comprises four business units: Property and Casualty, Transport, Financial Lines and Retail Networks. The Willis Capital Wholesale and Reinsurance segment includes Willis Re; Willis Capital Markets & Advisory; Willis' wholesale business, and Willis Portfolio Underwriting Services. The Willis North America segment provides risk management, insurance brokerage and related risk services.",14,268,WLTW.OQ,0.42777717
17,"American International Group, Inc. is a global insurance company. The Company provides a range of property casualty insurance, life insurance, retirement solutions and other financial services to customers in approximately 80 countries and jurisdictions. Its diverse offerings include products and services that help businesses and individuals protect their assets, manage risks and provide for retirement security. Its segments consist of General Insurance, Life and Retirement, and Other Operations. General Insurance segment consists of two operating segments: North America and International. Life and Retirement segment consists of four operating segments: Individual Retirement, Group Retirement, Life Insurance and Institutional Markets. North America and International segment consist of two product categories: Commercial Lines, which consists of Liability, Financial Lines, Property and Global Specialty, and Personal Insurance, which consists of Personal Lines, and Accident and Health.",14,17,AIG.N,0.40862212
2,"Arthur J. Gallagher & Co. and its subsidiaries are engaged in providing insurance brokerage and consulting services, and third-party claims settlement and administration services to both domestic and international entities. The Company operates through three segments: brokerage, risk management and corporate. The brokerage segment primarily consists of retail and wholesale insurance brokerage operations. The brokerage segment operations provide brokerage and consulting services to businesses and organizations of all types, including commercial, not-for-profit and public entities. The risk management segment provides contract claim settlement and administration services for enterprises that choose to self-insure some or all of their property/casualty coverages and for underwriting enterprises that choose to outsource some, or all of their property/casualty claims departments. It also provides claims management, loss control consulting and insurance property appraisal services.",14,2,AJG.N,0.3997576
466,"Everest Re Group, Ltd. through its subsidiaries, is engaged in the underwriting of reinsurance and insurance in the United States, Bermuda and international markets. The Company operates in segments: U.S. Reinsurance, International, Bermuda and Insurance. The Company underwrites reinsurance both through brokers and directly with ceding companies. The Company underwrites insurance principally through general agent relationships, brokers and surplus lines brokers. The Company offers treaty and facultative reinsurance, and admitted and non-admitted insurance. Its products include the range of property and casualty reinsurance, and insurance coverage's, including marine, aviation, surety, errors and omissions liability (E&O), directors' and officers' liability (D&O), medical malpractice, other specialty lines, accident and health (A&H) and workers' compensation. The Company's subsidiaries include Everest Reinsurance (Bermuda), Ltd. (Bermuda Re) and Everest International Reinsurance, Ltd.",14,466,RE.N,0.39047018
76,"Brown & Brown, Inc. is a diversified insurance agency, insurance programs and service company. The Company markets and sells insurance products and services, primarily in the property, casualty, and employee benefits areas. The Company operates through four segments: Retail, National Programs, Wholesale Brokerage, and Services. The Retail segment provides a range of insurance products and services to commercial, public, and quasi-public entities. The National Programs segment provides professional liability and related package products for certain professionals, a range of insurance products for individuals, flood coverage, and targeted products and services designated for specific industries. The Wholesale Brokerage segment, markets and sells excess and surplus commercial and personal lines insurance through independent agents and brokers. The Services segment provides insurance-related services, including third-party claims administration and medical utilization management services.",14,76,BRO.N,0.3782472
73,"Chubb Limited is a holding company. The Company, through its subsidiaries, provides a range of insurance and reinsurance products and services to clients around the world. Its segments include North America Commercial property and casualty (P&C) Insurance, North America Personal P&C Insurance, North America Agricultural Insurance, Overseas General Insurance, Global Reinsurance and Life Insurance. It offers commercial insurance products and service offerings, such as risk management programs, loss control, and engineering and complex claims management. It provides specialized insurance products to areas, such as aviation and energy. It also offers personal lines insurance coverage, including homeowners, automobile, valuables, umbrella liability and recreational marine products. In addition, it supplies personal accident, supplemental health and life insurance to individuals in select countries.",14,73,CB.N,0.3661583
27,"The Travelers Companies, Inc. is a holding company principally engaged, through its subsidiaries, in providing a range of commercial and personal property and casualty insurance products and services to businesses, government units, associations and individuals. The Company's segments include Business Insurance, Bond & Specialty Insurance, and Personal Insurance. The Business Insurance segment offers a range of property and casualty insurance and insurance related services to its clients, in the United States and in Canada, as well as in the United Kingdom, the Republic of Ireland, Brazil and throughout other parts of the world. The Bond & Specialty Insurance segment provides surety, fidelity, management liability, professional liability, and other property and casualty coverages and related risk management services to its customers in the United States. The Personal Insurance segment writes a range of property and casualty insurance covering individuals' personal risks.",14,27,TRV.N,0.36452165
5302,"XL Group Ltd, through its subsidiaries, is an insurance and reinsurance company providing property, casualty and specialty products to industrial, commercial and professional firms, insurance companies and other enterprises. The Company operates through two segments: Insurance and Reinsurance. As of December 31, 2016, the Company served clients in more than 200 countries across the world, through its global network of locally licensed and Lloyd's of London Syndicates (Lloyd's) operations, and network partners managed from its three network partner management hubs in Austria, Hong Kong and Mexico. Its Asia Pacific region operates with a mix of locally licensed and Lloyd's operations. The Company has underwriting operations in Hong Kong; Labuan, Malaysia; Melbourne, Australia; Shanghai, China; Singapore; and Sydney, Australia. Its Americas region operates across Bermuda, Canada, Latin America and the United States.",14,5302,XL.N^I18,0.35476243
365,"The Hartford Financial Services Group, Inc. is a holding company. The Company's business segments include Commercial Lines, Personal Lines, Property & Casualty Other Operations, Group Benefits, and Hartford Funds. The Commercial Lines segment, which provides workers' compensation, property, automobile, marine, livestock, liability and assumed reinsurance to business in the United States. The Personal Lines segment provides automobile, homeowners and personal umbrella coverages to individuals across the United States. The Property & Casualty Other Operations segment includes certain property and casualty operations. The Group Benefits segment provides group life, accident and disability coverage, and other products and services. The Hartford Funds segment offers investment products for retail and retirement accounts and provides investment management and administrative services.",14,365,HIG.N,0.3461968
5289,"Unum Group is a provider of financial protection benefits in the United States and the United Kingdom. Its products include disability, life, accident, critical illness, dental and vision, and other related services. Its Unum US segment consists of group disability insurance, which includes long-term and short-term disability products, medical stop-loss product, and fee-based leave management services and administrative services only (ASO) business, group life and accidental death and dismemberment products, and supplemental and voluntary lines of business, which include individual disability, voluntary benefits, and dental and vision products. Its Unum International segment includes its operations in the United Kingdom and Poland. Its Colonial Life segment includes accident, sickness, and disability products, which includes its dental and vision products, life products, and cancer and critical illness products. It markets its products primarily through the workplace.",14,5289,UNM.N,0.34217
436,"Berkshire Hathaway Inc. is a holding company owning subsidiaries engaged in various business activities, including insurance and reinsurance, utilities and energy, freight rail transportation, manufacturing and retailing. Its segments include Insurance, such as GEICO, Berkshire Hathaway Primary Group and Berkshire Hathaway Reinsurance Group; Burlington Northern Santa Fe, LLC, which is engaged in the operation of the railroad system; Berkshire Hathaway Energy, which includes regulated electric and gas utility; Manufacturing, which includes manufacturers of various products, including industrial, consumer and building products; McLane Company, which is engaged in the wholesale distribution of groceries and non-food items; Service and retailing, which includes providers of various services, such as shared aircraft ownership programs, aviation pilot training, electronic components distribution and various retailing businesses, including automobile dealerships and furniture leasing.",14,436,BRKb.N,0.34201217
5112,"The Chubb Corporation is a holding company with subsidiaries principally engaged in the property and casualty insurance business. The property and casualty insurance subsidiaries (the P&C Group) underwrite insurance in the United States, Canada, Europe, Australia and parts of Latin America and Asia. The P&C Group operates through three business units: Chubb Personal Insurance, offers personal insurance products for homes and valuable articles (such as art and jewelry) for high net worth individuals; Chubb Commercial Insurance, offers multiple peril, primary liability, excess and umbrella liability, automobile, workers’ compensation and property and marine insurance, and Chubb Specialty Insurance, offers specialized professional liability products for privately held and publicly traded companies, financial institutions, professional firms, healthcare and not-for-profit organizations.",14,5112,CB.N^A16,0.3414358
194,"Marsh & McLennan Companies, Inc. is a professional services firm offering clients advice and solutions in risk, strategy and people. The Company is the parent company of various risk advisors and specialty consultants, including Marsh, the insurance broker; Guy Carpenter, the risk and reinsurance specialist; Mercer, the provider of advice and digital solutions that help organizations meet the health, wealth and career needs, and Oliver Wyman Group, the management and economic consultancy. It conducts business through two segments: Risk and Insurance Services, which includes risk management activities, as well as insurance and reinsurance broking and services, and Consulting includes health, wealth and career services and products, and specialized management, economic and brand consulting services. The Company conducts business in the Risk and Insurance Services segment through Marsh and Guy Carpenter. It conducts business in the Consulting segment through Mercer and Oliver Wyman Group.",14,194,MMC.N,0.33726406
433,"Aon PLC is a global professional services company. The Company provides advice and solutions to clients focused on risk, retirement and health. Its principal products and services include commercial risk solutions, reinsurance solutions, retirement solutions, health solutions and data & analytic services. Commercial risk solutions includes retail brokerage, cyber solutions, global risk consulting and captives. Reinsurance solutions includes treaty and facultative reinsurance and capital markets. Retirement solutions includes core retirement, investment consulting and human capital. Health solutions includes health and benefits brokerage and health care exchanges. Data & analytic services includes Affinity, Aon InPoint and ReView. The Company focuses on various market segments, including individuals, mid-market companies and global companies.",14,433,AON.N,0.33033934
68,"Cincinnati Financial Corporation is focused on operating in property casualty insurance and life insurance. Its segments include Commercial lines insurance, Personal lines insurance, Excess and surplus lines insurance, Life insurance and Investments. The Commercial lines insurance segment provides commercial business lines, including commercial casualty, commercial property, commercial auto, workers' compensation and other commercial lines. The Personal lines insurance segment writes personal lines coverage in accounts that include auto and homeowner coverages. Excess and surplus lines insurance policies cover business risks with characteristics, such as the nature of the business, that are difficult to profitably insure in the standard commercial lines market. The life insurance segment includes term life insurance, universal life insurance, worksite products and whole life insurance. The Investments segment includes Fixed-maturity investments and Equity investments.",14,68,CINF.OQ,0.31647557
188,"Globe Life Inc. is an insurance holding company. The Company, through its subsidiaries, provides a range of life and supplemental health insurance products and annuities. The Company’s segments include Life Insurance, Supplemental Health Insurance, Annuities, and Investments. The life insurance segment includes traditional and interest-sensitive whole life insurance as well as term life insurance. The Health insurance products are guaranteed-renewable and include Medicare Supplement, critical illness, accident and limited-benefit supplemental hospital and surgical coverage's. Annuities include fixed-benefit contracts. The Company's subsidiaries include Globe Life and Accident Insurance Company, American Income Life Insurance Company, Liberty National Life Insurance Company, Family Heritage Life Insurance Company of America, and United American Insurance Company.",14,188,GL.N,0.31579837
482,"Lincoln National Corporation is a holding company, which operates multiple insurance and retirement businesses through its subsidiary companies. The Company sells a range of wealth protection, accumulation, retirement income and group protection products and solutions. It operates through four segments: Annuities, Retirement Plan Services, Life Insurance and Group Protection. The Annuities segment provides tax-deferred investment growth and lifetime income opportunities for its clients by offering variable annuities, fixed (including indexed) annuities and indexed variable annuities. The Retirement Plan Services segment provides employers with retirement plan products and services, primarily in the defined contribution retirement plan marketplace. The Life Insurance segment provides life insurance products, including term insurance and other. The Group Protection segment offers group non-medical insurance products and services, including short- and long-term disability and other.",14,482,LNC.N,0.30731404
244,"W. R. Berkley Corporation is an insurance holding company. The Company operates through two segments: Insurance and Reinsurance & Monoline Excess. The Insurance segment provides commercial insurance business, including excess and surplus lines, admitted lines and specialty personal lines throughout the United States, as well as insurance business in the United Kingdom, Continental Europe, South America, Canada, Mexico, Scandinavia, Asia and Australia. The Insurance segment provides business units, which include Acadia Insurance, Admiral Insurance, Berkley Agribusiness, Berkley Aspire, Berkley Asset and Berkley Canada. The Reinsurance & Monoline Excess segment provides reinsurance business on a facultative and treaty basis, primarily in the United States, the United Kingdom, Continental Europe, Australia, the Asia-Pacific region and South Africa. The Reinsurance segment consists of business units, including Berkley Re America, Berkley Re Asia Pacific and Berkley Re Solutions.",14,244,WRB.N,0.30439794
5168,"Genworth Financial, Inc. provides mortgage insurance products that allow people to purchase homes. The Company offers individual and group long-term care insurance products to meet consumer needs for long-term care. Its segments include U.S. Mortgage Insurance, U.S. Life Insurance, Runoff, and Corporate and Other. In the United States, the Company offers mortgage insurance products predominantly insuring prime-based, individually underwritten residential mortgage loans (flow mortgage insurance). The Canada Mortgage Insurance segment offers flow mortgage insurance and also provides bulk mortgage insurance. The Runoff segment's non-strategic products include its variable annuity, variable life insurance, corporate-owned life insurance, and other accident and health insurance products.",14,5168,GNW.N,0.3037905
2228,"Brighthouse Financial, Inc. is a provider of annuity and life insurance products in the United States. The Company’s segments include Annuities, Life and Run-off. The Annuities segment consists of a variety of variable, fixed, index-linked and income annuities designed to address contract holders’ needs for protected wealth accumulation on a tax-deferred basis, wealth transfer and income security. The Life segment consists of insurance products and services, including term, universal, whole and variable life products designed to address policyholders’ needs for financial security and protected wealth transfer, which may be provided on a tax-advantaged basis. The Run-off segment consists of products that are no longer actively sold and are separately managed, including structured settlements, pension risk transfer contracts, certain company owned life insurance policies, funding agreements and universal life with secondary guarantees (ULSG).",14,2228,BHF.OQ,0.29078174
18,"Assurant, Inc. is a provider of risk management solutions in the housing and lifestyle markets. The Company operates in North America, Latin America, Europe and Asia. The Company's segments include Global Housing and Global Lifestyle. Through its Global Housing segment, it provides lender-placed homeowners, manufactured housing and flood insurance; renters insurance and related products (multi-family housing business). Through its Global Lifestyle segment, it provides mobile device protection products and related services and extended service products and related services for consumer electronics and appliances (global connected living business); vehicle protection services, and credit insurance.",14,18,AIZ.N,0.27894253
303,"MetLife, Inc. (MetLife) is a financial services company. The Company is principally engaged in providing insurance, annuities, employee benefits and asset management services. The Company's segments include U.S.; Asia; Latin America; Europe, the Middle East and Africa (EMEA); and MetLife Holdings. Its U.S. segment is organized into Group Benefits, and Retirement and Income Solutions. The Company's Asia segment offers products, including life insurance; accident and health insurance, and retirement and savings products. Latin America offers products, including life insurance, and retirement and savings products. Life insurance includes universal, variable and term life products. EMEA offers products, including life insurance, accident and health insurance, retirement and savings products, and credit insurance. MetLife has operations in approximately 40 markets globally, including United States, Japan, Latin America, Asia, Europe and the Middle East.",14,303,MET.N,0.27534658
398,"Aflac Incorporated is a holding company. The Company is involved in supplemental health and life insurance, which is marketed and administered through its subsidiary, American Family Life Assurance Company of Columbus (Aflac). The Company's insurance business consists of two segments: Aflac Japan and Aflac U.S. Aflac Japan are designed to help consumers pay for medical and non-medical costs that are not reimbursed under Japan's national health insurance system. It offers insurance products, such as cancer, medical, and income support insurance. Its protection products include whole life, GIFT, and WAYS and Child Endowment. The Company designs the United States insurance products to provide supplemental coverage for people having medical or primary insurance coverage. Aflac U.S. offers accident coverage on both an individual and group basis. It offers cancer plans, critical illness plans, and critical care and recovery plans.",14,398,AFL.N,0.26643342
387,"Allstate Corporation (Allstate) is a holding company for Allstate Insurance Company. The Company's business is conducted principally through Allstate Insurance Company, and other subsidiaries. It is primarily engaged in the property and casualty insurance business in the United States and Canada. Allstate also provides other protection solutions such as life, accident and health insurance and protection plans that cover electronic devices and personal identities. Its segments include Allstate Protection, Allstate Health and Benefits, and Protection Services. Allstate Protection includes the Allstate and Encompass brands and Answer Financial. Allstate Health and Benefits offers voluntary benefits products, including life, accident and other health insurance products. Protection Services includes Allstate Protection Plans, Allstate Dealer Services, Allstate Roadside, Arity and Allstate Identity Protection.",14,387,ALL.N,0.2638764
5079,"Aetna Inc. is a United States-based diversified healthcare benefits company. The Company provides individuals, employers, healthcare professionals, producers, and other product and services. The Company operates through three segments: Health Care, Group Insurance and Large Case Pensions. It offers a range of traditional, voluntary and consumer-directed health insurance products and related services, including medical, pharmacy, dental, behavioral health, group life and disability plans, medical management capabilities. The Health Care segment consists of medical, pharmacy benefit management services, dental, behavioral health and vision plans offered on both an Insured basis and an employer-funded basis, and emerging businesses products and services.",14,5079,AET.N^K18,0.22050282
300,"Leggett & Platt, Incorporated is a manufacturer that conceives, designs, and produces a range of engineered components and products found in many homes and automobiles. Its Bedding Products segment supplies a variety of components and machinery used by bedding manufacturers in the production and assembly of finished products, as well as produces private label finished mattresses for bedding brands and adjustable bed bases. Its Specialized Products segment supply lumbar support systems, seat suspension systems, motors and actuators, and control cables used by automotive manufacturers. The segment also produces and distribute tubing and tube assemblies for the aerospace industry. Its Furniture, Flooring & Textile Products segment supply a range of components for residential and work furniture manufacturers, as well as select lines of private label finished furniture. The Segment also produce or distribute carpet cushion, hard surface flooring underlayment, and textile and geo components.",15,300,LEG.N,0.3885831
405,"Illinois Tool Works Inc. is a manufacturer of industrial products and equipment. The Company operates through seven segments. The Automotive OEM segment produces components and fasteners for automotive-related applications. The Food Equipment segment offers commercial food equipment. The Test & Measurement and Electronics segment produces test and measurement, and electronic manufacturing and maintenance, repair and operations (MRO) solutions. The Welding segment produces welding equipment, consumables and accessories for industrial and commercial applications. The Polymers & Fluids segment produces adhesives, sealants, lubrication and cutting fluids, and fluids and polymers for auto aftermarket maintenance and appearance. The Construction Products segment supplies engineered fastening systems and solutions. The Specialty Products segment produces beverage packaging equipment and consumables, product coding and marking equipment and consumables, and appliance components and fasteners.",15,405,ITW.N,0.38572264
392,"Mohawk Industries, Inc. is a flooring manufacturer that creates products to enhance residential and commercial spaces around the world. The Company's segments include Global Ceramic, Flooring North America (Flooring NA) and Flooring Rest of the World (Flooring ROW). The Global Ceramic segment designs, manufactures, sources and markets a line of ceramic tile, porcelain tile, natural stone, quartz, porcelain slab countertops and other products, which it distributes primarily in North America, Europe, South America and Russia. The Flooring NA segment designs, manufactures, sources and markets its floor covering product lines, including carpets, rugs, carpet pads, laminate, resilient and wood flooring, which it distributes through its network of regional distribution centers and satellite warehouses. The Flooring ROW segment designs, manufactures, sources, licenses and markets its wood flooring, laminate, roofing elements, insulation boards, medium-density fiberboard and chipboard.",15,392,MHK.N,0.35179958
291,"W.W. Grainger, Inc. is a business-to-business distributor of maintenance, repair and operating (MRO) products and services with operations primarily in North America, Japan and Europe. The Company's MRO product offering is grouped under several broad categories, including material-handling equipment, safety and security supplies, lighting and electrical products, power and hand tools, pumps and plumbing supplies, cleaning and maintenance supplies and metalworking tools. The Company's business segments include High-Touch Solutions North America (N.A.) and Endless Assortment. The High-Touch Solutions N.A. segment includes the Grainger-branded businesses in the United States, Canada, Mexico and Puerto Rico. The Endless Assortment segment includes the Company’s Zoro Tools, Inc. (Zoro) businesses in the United States and United Kingdom, and MonotaRO Co., Ltd. (MonotaRO), which operates in Japan.",15,291,GWW.N,0.3454044
286,"TransDigm Group Incorporated is a designer, producer and supplier of engineered aircraft components for use on commercial and military aircraft in service. The Company operates through three segments: Power & Control, Airframe and Non-aviation. The Power & Control segment includes operations that primarily develop, produce and market systems and components that provide power to or control power of the aircraft utilizing electronic, fluid, power and mechanical motion control technologies. The Airframe segment includes operations that primarily develop, produce and market systems and components that are used in non-power airframe applications utilizing airframe and cabin structure technologies. The Non-aviation segment includes operations that primarily develop, produce and market products for non-aviation markets. Its product offerings include mechanical/electro-mechanical actuators and controls, hydraulic actuators and fuel valves, and seat belts and safety restraints.",15,286,TDG.N,0.34146875
310,"Fastenal Company is engaged in wholesale distribution of industrial and construction supplies. The Company’s customers are in the manufacturing and non-residential construction markets. The manufacturing market includes both original equipment manufacturers (OEM) and maintenance, repair, and operations (MRO). The non-residential construction market includes general, electrical, plumbing, sheet metal and road contractors. Other users of its products include farmers, truckers, railroads, oil exploration companies, oil production and refinement companies, mining companies, federal, state, and local governmental entities, schools, and certain retail trades. Its fastener product line is sold under the Fastenal product name.",15,310,FAST.OQ,0.32961226
173,"Parker-Hannifin Corporation is a manufacturer of motion and control technologies and systems, providing precision engineered solutions for a range of mobile, industrial and aerospace markets. The Company operates through segments: Diversified Industrial and Aerospace Systems. The Diversified Industrial Segment is an aggregation of several business units, which manufacture motion-control and fluid power system components for builders and users of various types of manufacturing, packaging, processing, transportation, agricultural, construction, and military vehicles and equipment. The Diversified Industrial Segment products are marketed primarily through field sales employees and independent distributors. The Aerospace Systems Segment produces hydraulic, fuel, pneumatic and electro-mechanical systems and components, which are utilized on domestic commercial, military and general aviation aircrafts.",15,173,PH.N,0.30016273
46,"Masco Corporation is a designer, manufacturer and distributor of branded home improvement and building products. The Company operates through two segments: Plumbing Products and Decorative Architectural Products. The Plumbing Products segment manufactures and sells a range of products, including faucets, showerheads, handheld showers, valves, bath hardware and accessories, bathing units, shower bases and enclosures, sinks and toilets. It also manufactures acrylic tubs, bath and shower enclosure units, and shower bases and trays. This segment also includes brass, copper and composite plumbing system components and other non-decorative plumbing products. The Decorative Architectural Products segment includes architectural coatings, including paints, primers, specialty coatings, stains and waterproofing products, as well as paint applicators and accessories. This segment also includes decorative indoor and outdoor lighting fixtures, and light-emitting diode (LED) lighting systems.",15,46,MAS.N,0.29273832
5183,"ITT Inc. is a manufacturer of engineered critical components and customized technology solutions for the transportation, industrial and energy markets. The Company operates through three segments: Motion Technologies (MT), Industrial Process (IP), and Connect & Control Technologies (CCT). The MT segment is a manufacturer of brake pads, shims, shock absorbers, energy absorption components, and sealing technologies primarily for the transportation industry, including passenger cars and trucks, light- and heavy-duty commercial and military vehicles, buses, and rail. The IP segment is an original equipment manufacturer (OEM), and an aftermarket parts and service provider offering portfolio of industrial pumps, valves, and plant optimization and remote monitoring systems and services. The CCT segment designs and manufactures a range of engineered connectors and specialized products for various markets, including aerospace and defense, industrial, transportation, medical, and oil and gas.",15,5183,ITT.N,0.29161543
176,"Howmet Aerospace Inc. is a provider of advanced engineered solutions for the aerospace and transportation industries. The Company operates through four segments: Engine Products, Fastening Systems, Engineered Structures, and Forged Wheels. The Engine Products segment produces investment castings, including airfoils, and rolled rings primarily for aircraft engines and industrial gas turbines. The Fastening Systems segment produces aerospace fastening systems, as well as commercial transportation, industrial and other fasteners. The Engineered Structures segment produces titanium ingots and mill products for aerospace and defense applications and is vertically integrated to produce titanium forgings, extrusions forming and machining services for airframe, wing, aero-engine, and landing gear components. The Forged Wheels segment provides forged aluminum wheels and related products for heavy-duty trucks and the commercial transportation markets.",15,176,HWM.N,0.2232238
